customer_id,age,region,segment,salary,account_type,credit_history_depth,loan_amount,interest_income,fees_income,operational_cost,default_status,transaction_volume,digital_channel_usage,monthly_profit,risk_score
238,19,South,SME,1077647.59,Business,12,520885.78,1006.22,1478.21,25442.87,0,63,0.66,9496.51,0.02
239,61,South,SME,1961895.48,Savings,1,469059.74,12317.06,3700.03,2196.83,0,346,0.41,6469.01,0.94
240,43,South,Retail,1217022.55,Savings,15,71037.42,56428.51,17411.93,1239.12,0,469,0.04,37078.49,0.17
241,49,Central,Retail,1268972.64,Savings,4,818307.82,19491.09,3639.31,7977.47,0,346,0.78,47135.44,0.01
242,23,Central,Retail,551466.27,Business,13,335682.4,37488.14,16030.4,27049.78,0,66,0.68,34426.05,0.24
243,49,South,Retail,1498269.24,Current,5,574582.2,47304.09,1461.65,24762.68,0,433,0.47,43480.67,0.24
244,21,South,Retail,506032.95,Savings,2,514784.23,70947.27,10243.82,20577.0,0,260,0.9,30128.45,0.42
245,28,South,SME,862333.51,Current,1,513260.5,71108.41,4517.5,21112.53,0,351,0.34,16321.29,0.92
246,34,Central,SME,2144823.99,Current,16,107222.39,59658.7,2829.94,21882.11,0,530,0.29,18416.89,0.88
247,55,South,Retail,557335.73,Business,6,423482.01,2812.56,14219.12,28295.3,0,308,0.87,-857.32,0.46
248,41,South,SME,224337.8,Savings,16,452366.76,46005.63,23215.56,25016.08,0,249,0.8,-3269.85,0.41
249,22,Central,Retail,219068.6,Business,14,733642.84,62926.68,1464.2,18814.69,0,416,0.51,33251.16,0.56
250,69,South,Retail,2354922.08,Business,3,840018.83,1383.04,10596.7,20071.75,0,221,0.13,19113.59,0.24
251,51,Central,Retail,1291955.07,Business,15,544982.28,43974.77,17717.63,6648.09,0,520,0.22,25371.83,0.05
252,23,South,Retail,1053059.58,Current,3,86782.95,68621.13,11620.93,19822.37,0,478,0.66,25671.37,0.94
253,39,South,SME,2036652.52,Current,2,236849.47,37928.17,20181.75,12912.97,0,40,0.39,10255.67,0.19
254,28,South,Corporate,2097773.52,Savings,1,164934.03,328.5,4573.17,4842.97,0,182,0.84,21174.09,0.2
255,65,Central,Retail,863868.03,Current,9,124615.06,881.07,23993.9,24250.16,0,391,0.95,20891.81,0.47
256,33,North,Retail,1749364.24,Current,9,365899.3,33330.88,9690.55,15454.34,0,21,0.81,16363.5,0.49
257,50,North,SME,1939250.9,Current,7,229393.5,12400.69,8605.08,29329.52,0,52,0.38,40137.15,0.02
258,26,South,Retail,1653894.18,Savings,3,218303.11,53156.05,21877.68,8665.88,0,66,0.79,19814.02,0.15
259,23,Central,Retail,421407.93,Current,18,54693.17,56703.94,14140.29,14575.9,0,73,0.35,28200.45,0.38
260,33,South,SME,2195913.55,Business,11,17670.04,14230.38,12959.46,13605.47,0,370,0.17,44253.61,0.68
261,46,South,Retail,1370781.65,Savings,7,102768.24,71082.66,18201.75,3887.15,0,166,0.03,42642.85,0.23
262,20,North,Retail,742057.44,Business,9,172197.48,35352.63,14537.87,12955.62,0,492,0.39,43973.22,0.42
263,37,South,Retail,1091809.05,Current,1,430983.73,11427.67,4146.64,8840.34,0,435,0.9,9850.27,0.56
264,53,South,SME,142049.17,Business,14,510520.26,61140.13,16887.52,5061.52,0,493,0.24,-3075.96,0.89
265,36,South,Retail,363273.66,Savings,6,140591.92,63197.96,3423.38,8680.02,0,234,0.21,9358.67,0.33
266,43,South,Retail,1925589.54,Savings,7,424783.34,51143.64,20165.86,7227.58,0,374,0.97,10328.9,0.13
267,20,South,SME,50028.51,Business,10,341748.84,68277.24,24744.44,22101.98,0,182,0.03,45014.82,0.49
268,36,Central,Retail,1070586.28,Savings,7,183423.64,58989.84,9496.95,1214.02,0,414,0.79,30708.35,0.75
269,37,South,SME,1330149.94,Business,2,6840.75,70576.46,11174.42,18638.64,0,572,0.32,-506.28,0.11
270,49,North,Retail,183854.33,Savings,4,467017.87,34711.04,1256.2,22891.64,0,594,0.04,2445.82,0.42
271,24,North,Corporate,2434041.5,Current,17,685651.75,59807.77,441.96,14577.49,0,274,0.92,3562.19,0.02
272,69,South,Retail,604007.06,Savings,1,226277.33,79980.13,23043.34,27967.48,1,210,0.14,29673.2,0.03
273,58,South,Retail,795286.86,Current,10,131806.83,57994.5,3302.74,21324.06,0,86,0.55,35447.77,0.48
274,50,South,Retail,794659.16,Savings,19,887042.74,9134.7,11199.89,22513.33,0,197,0.27,42280.42,0.3
275,57,Central,Retail,614520.82,Savings,15,275024.77,41465.5,20402.33,6148.92,0,193,0.07,46735.01,0.85
276,56,South,SME,53610.86,Savings,10,223612.62,46987.82,22244.04,23385.68,0,280,0.05,6093.75,0.6
277,35,Central,Corporate,1836894.75,Savings,19,857096.94,13936.85,13033.0,25013.21,0,78,0.12,12037.49,0.45
278,57,South,Retail,2418771.47,Business,12,817107.1,77031.33,14169.31,11029.61,1,14,0.07,8217.76,0.41
279,18,Central,Retail,599519.03,Business,16,448346.47,14046.38,16775.13,6636.88,0,220,0.76,14731.89,0.5
280,28,South,SME,1674465.62,Savings,9,489238.86,14204.63,24038.42,11736.01,0,294,0.49,45306.58,0.04
281,45,South,SME,1867646.0,Current,15,217748.7,73213.37,15106.48,22266.36,0,449,0.34,26631.19,0.89
282,42,North,Retail,2128642.18,Savings,17,78301.67,37216.43,14030.93,12703.88,0,556,0.42,35600.55,1.0
283,67,Central,Retail,1085441.53,Current,14,573431.83,5055.06,461.9,22178.56,1,197,0.93,21956.56,0.18
284,40,South,Retail,792180.72,Business,18,98344.92,47855.0,2115.65,3672.87,0,293,0.91,-3412.81,0.12
285,48,North,SME,846973.08,Business,2,449274.55,48146.11,14471.57,24238.55,0,587,0.72,-1469.25,0.14
286,47,South,Retail,1795922.27,Savings,4,940497.2,5160.06,23412.39,7820.26,0,148,0.88,24585.77,0.66
287,59,North,Retail,2051109.69,Current,18,952834.39,77801.8,21680.61,7693.19,0,393,0.32,34533.4,0.66
288,52,Central,Retail,494954.22,Savings,7,239332.29,43522.4,24566.22,17834.31,0,411,0.38,6843.18,0.85
289,24,South,SME,958805.47,Business,13,624113.42,44783.66,13243.07,2382.51,0,374,0.61,34705.03,0.75
290,33,South,Retail,2259753.48,Savings,15,474076.26,41609.23,19719.48,1081.04,0,445,0.62,39586.62,0.45
291,43,South,Retail,2026399.12,Current,1,875685.13,48858.54,21025.97,8052.55,0,568,0.48,17654.36,0.61
292,65,Central,Retail,2462903.09,Current,11,271430.86,21143.98,16235.99,16280.61,0,533,0.4,36053.06,0.69
293,69,Central,Retail,1897908.24,Current,10,3702.41,22979.31,8534.87,27256.21,0,17,0.99,17221.65,0.51
294,66,South,Retail,1013328.24,Savings,5,162561.21,40907.13,11802.46,25439.12,0,344,0.82,32309.28,0.48
295,19,South,Retail,1497062.69,Business,16,349522.8,64534.87,21462.14,14866.26,0,316,0.43,37019.84,0.65
296,18,North,Retail,1669484.92,Savings,11,315721.13,3989.17,7533.84,1400.44,0,108,0.73,49555.96,0.56
297,65,North,Retail,242216.75,Current,6,791362.92,48272.34,23101.2,16197.01,0,343,0.27,13996.82,0.64
298,29,Central,Retail,1384017.55,Savings,9,680560.67,64542.25,5822.18,21232.43,0,202,0.1,17607.24,0.61
299,22,South,SME,1787836.03,Savings,13,299556.32,12553.38,18762.96,10373.19,0,304,0.35,4109.1,0.72
300,54,South,SME,459937.19,Current,8,457743.82,1201.8,15800.92,3598.58,0,448,0.4,6224.02,0.64
301,49,South,Retail,1962547.71,Savings,14,95559.1,25017.06,18765.03,8573.47,0,363,0.02,33136.73,0.52
302,26,North,SME,1480243.31,Savings,1,898146.44,47051.5,10989.95,23216.19,0,372,0.81,45437.51,0.68
303,58,South,Retail,2382943.37,Savings,17,935424.82,11062.65,23322.76,10731.94,0,173,0.36,16703.27,0.45
304,52,Central,Retail,153934.63,Savings,5,979803.54,34089.79,15848.56,24415.85,1,153,0.58,4891.44,0.24
305,36,South,Retail,700049.04,Current,2,868552.83,44185.72,7278.57,9789.79,0,46,0.07,10680.47,0.0
306,65,Central,Retail,1523807.0,Business,9,173960.89,47910.65,15997.53,5157.58,0,206,0.17,20027.84,0.56
307,33,Central,SME,776571.78,Savings,4,46196.48,21952.94,7241.71,13244.7,0,248,0.89,10985.77,0.59
308,20,North,SME,1800339.2,Savings,17,579596.73,32002.37,7411.45,13732.55,0,468,0.61,7846.85,0.97
309,37,South,SME,1909562.94,Savings,17,912605.03,62267.14,10050.0,778.41,0,453,0.95,35479.15,0.36
310,41,South,Retail,301164.11,Savings,18,177351.36,75297.18,21325.52,3776.24,0,441,1.0,-4568.53,0.39
311,50,South,Retail,1308943.44,Current,16,7042.91,68950.43,12557.42,5792.3,0,535,0.37,24657.68,0.2
312,41,North,Retail,1296781.86,Current,8,805496.05,45142.68,17004.63,3673.54,0,569,0.3,38657.17,0.07
313,69,North,Retail,954737.89,Savings,11,76795.68,32823.42,9860.0,10443.32,0,277,0.86,9642.56,0.77
314,28,Central,Retail,2335665.91,Savings,18,413706.03,26636.53,6663.78,28949.3,0,434,1.0,28181.03,0.25
315,66,Central,Retail,2077390.48,Savings,10,678887.34,9996.53,23870.54,15423.91,0,217,0.63,31789.51,0.61
316,25,Central,Retail,1758162.99,Business,13,236797.59,8524.1,15129.17,18938.41,0,108,0.8,31026.36,0.69
317,53,South,Retail,1800100.26,Business,17,83962.56,55068.61,23355.39,10884.68,0,196,0.78,19521.73,0.47
318,55,North,SME,1181204.55,Savings,18,770021.23,20783.55,5164.98,9907.59,0,384,0.36,14061.79,0.88
319,57,South,Corporate,2306436.58,Savings,10,630175.08,20372.93,3757.66,987.46,0,85,0.57,40975.82,0.44
320,37,South,Corporate,1751758.8,Business,16,988490.48,79855.6,21409.99,15159.91,1,553,0.83,36714.53,0.28
321,52,Central,Retail,1836003.6,Business,5,344308.03,15034.08,17054.84,14663.19,0,381,0.69,12669.03,0.9
322,65,South,Retail,2161142.71,Savings,13,61762.39,11844.78,4745.8,4987.57,0,158,0.02,666.06,0.86
323,42,South,Retail,721475.39,Savings,18,734350.04,7894.82,6807.06,23000.42,0,575,0.34,-1050.59,0.16
324,52,Central,SME,2027323.71,Savings,17,521733.42,46384.43,20036.53,14932.43,0,244,0.14,185.18,0.03
325,42,South,Retail,528339.48,Current,9,213203.93,50229.11,11401.33,10368.12,1,378,0.23,27057.81,0.09
326,46,Central,Retail,896087.78,Savings,14,781728.99,29218.23,16796.46,4663.19,0,208,0.91,-2158.58,0.29
327,35,South,SME,872245.61,Savings,17,203755.49,42833.07,8026.97,16699.18,0,354,0.04,13530.98,0.97
328,63,South,Retail,2447387.4,Current,4,260661.65,63071.96,9592.63,22658.67,0,147,0.22,36425.98,0.56
329,35,South,Retail,2148516.2,Savings,18,92528.55,65448.33,24768.74,8675.38,0,193,0.31,11189.15,0.37
330,19,South,Retail,1767866.16,Current,15,399432.28,76632.97,6265.67,6798.19,0,276,0.62,36981.94,0.89
331,52,Central,Retail,1831289.07,Savings,11,418929.22,65941.44,12710.76,15801.47,0,536,0.53,36000.69,0.45
332,33,South,Retail,1427078.35,Savings,12,514561.79,45187.31,21125.62,4913.7,0,304,0.22,8520.49,0.32
333,58,Central,Retail,2370372.13,Current,9,708964.27,14372.56,6056.66,20098.42,0,430,0.16,35085.22,0.94
334,53,South,Retail,1265833.94,Savings,13,906100.93,7981.08,10438.82,18278.71,0,50,0.24,36127.72,0.85
335,50,Central,Retail,982268.39,Business,15,137734.1,4360.95,15415.77,2886.34,0,99,0.5,16859.97,0.84
336,21,North,SME,449436.58,Current,15,54348.1,53322.07,12081.58,1384.66,0,68,0.27,6573.13,0.51
337,50,Central,Retail,1976203.85,Savings,5,18531.23,64602.9,11541.61,18722.57,0,417,0.95,23669.89,0.79
338,31,South,Retail,1849387.63,Current,19,143621.38,40694.72,9126.49,9040.53,0,13,0.46,45676.87,0.18
339,38,South,Retail,991669.84,Savings,14,657949.49,4377.13,14707.49,2867.44,0,463,0.06,30178.92,0.57
340,65,South,Corporate,111723.86,Business,17,727477.08,42837.65,15646.88,22855.03,0,413,0.73,4510.74,0.98
341,37,Central,Retail,2105543.45,Savings,18,786505.71,74859.94,16366.91,9627.11,0,474,0.33,32551.63,0.29
342,25,South,Retail,77974.06,Current,3,243708.21,47809.06,1852.17,13950.11,0,510,0.65,18496.17,0.79
343,24,South,SME,1774064.46,Savings,2,305894.81,64754.2,15812.75,7333.34,0,77,0.28,27534.08,0.49
344,20,Central,SME,2427129.92,Savings,1,483134.65,64012.21,23835.61,18931.32,0,88,0.57,35373.52,0.04
345,34,South,Retail,1122270.25,Business,10,63183.1,74570.33,13570.56,9254.21,0,63,0.77,23322.1,0.76
346,50,Central,SME,625684.84,Business,19,611141.52,61618.3,17910.15,29050.22,0,25,0.93,39769.12,0.17
347,65,South,Retail,1776933.97,Savings,17,983735.03,59816.04,13962.63,21177.54,1,462,0.26,34718.56,0.63
348,29,South,Retail,2051963.95,Savings,12,360806.31,18728.21,21383.04,4360.65,1,161,0.33,28829.03,0.09
349,68,Central,Retail,1388754.27,Business,1,752847.48,4794.01,23246.62,12675.84,1,333,0.46,3293.6,0.95
350,39,South,Retail,2419236.42,Business,12,500033.92,41407.96,4687.08,11747.01,0,577,0.93,40977.2,0.29
351,39,Central,SME,176588.37,Savings,17,127811.84,9954.74,10977.81,16167.14,0,580,0.9,46474.81,0.23
352,63,South,Retail,1286749.22,Savings,3,582237.45,76975.67,9870.31,25305.34,0,207,0.09,2533.08,0.13
353,47,South,Retail,1810212.17,Savings,11,299874.27,23193.98,10189.86,17627.63,0,110,0.13,21853.26,0.95
354,55,North,SME,2163469.15,Business,17,34403.21,68235.54,3225.55,2128.23,0,126,0.5,9238.88,0.71
355,55,Central,SME,489176.25,Savings,3,634929.73,31009.97,20359.03,19765.85,0,322,0.11,36498.78,0.74
356,62,Central,Retail,2010008.53,Savings,8,858932.35,25855.54,990.58,545.48,0,186,0.35,34689.63,0.5
357,68,South,Retail,1404132.34,Current,4,344769.77,74812.69,13252.84,23464.83,1,320,0.15,2748.68,0.47
358,25,Central,Retail,1021556.52,Savings,7,390295.55,29065.81,16580.77,20099.09,0,410,0.64,43236.5,0.11
359,44,South,SME,372701.82,Savings,14,891021.68,31223.03,5265.99,9470.93,0,74,0.95,4953.52,0.56
360,44,South,SME,2169974.61,Savings,14,813608.81,8487.34,22655.67,8985.52,0,164,1.0,38849.25,0.25
361,51,North,Corporate,435319.36,Savings,4,714952.82,53635.73,20979.88,24008.71,0,244,0.38,20133.92,0.98
362,38,South,Retail,808980.26,Savings,16,248797.06,23107.15,11829.98,23565.1,0,527,0.6,13054.98,0.8
363,47,North,Retail,760611.55,Current,1,910216.65,46848.33,10337.61,10763.38,1,142,0.86,3703.16,0.41
364,50,South,Retail,2184964.38,Savings,17,154415.76,47308.14,5990.54,9178.75,0,499,0.12,4218.78,0.15
365,45,South,Retail,1698122.34,Current,10,626770.52,57535.98,18276.83,16926.8,0,251,0.69,31403.98,0.79
366,64,Central,Retail,2001869.42,Business,16,28801.18,59619.32,3380.42,548.46,0,547,0.41,25273.67,0.12
367,50,North,Corporate,663646.35,Current,16,643719.81,41156.19,17037.92,2755.21,0,528,0.21,1714.7,0.19
368,22,Central,Retail,1580941.54,Savings,8,277144.35,26479.36,21077.18,4047.24,0,247,0.4,1198.38,0.21
369,65,North,Retail,1450777.66,Savings,7,449676.98,66996.07,5788.94,5806.73,0,340,0.08,-1022.92,0.56
370,36,Central,SME,2090434.42,Savings,6,345264.55,24789.25,21674.04,15506.94,0,426,0.7,35907.2,0.79
371,21,Central,Retail,2269913.3,Savings,16,172756.76,40600.73,929.75,29769.58,0,198,0.25,34153.51,0.31
372,52,North,SME,79784.09,Savings,16,621980.79,32100.21,22828.41,19682.62,0,312,0.31,-1786.3,0.08
373,66,South,Retail,1701348.8,Current,7,881975.56,68406.27,3047.22,2120.57,0,510,0.12,25814.85,0.46
374,34,South,Retail,176997.71,Savings,9,959084.24,34553.48,16179.4,15909.71,1,285,0.86,-342.81,0.75
375,61,South,Retail,1394703.73,Savings,14,192346.36,30887.94,6327.05,15050.36,0,443,0.49,44706.02,0.22
376,45,North,Retail,754700.19,Savings,11,717372.77,55185.9,20930.15,4581.78,0,487,0.57,44891.46,0.22
377,47,North,Corporate,801602.67,Current,14,664339.37,48195.29,12856.28,27632.09,0,227,0.57,33402.81,0.95
378,46,South,Retail,914748.33,Savings,7,343377.79,8579.75,3467.51,13390.73,1,121,0.41,45940.39,0.95
379,63,Central,Retail,1572166.5,Current,1,19099.2,40653.5,14317.69,29838.41,0,196,0.19,39629.92,0.99
380,23,North,Retail,868422.42,Savings,13,689791.25,58838.27,10256.28,12776.15,0,520,0.75,40569.62,0.81
381,52,South,Retail,1845112.67,Business,3,945494.86,79365.98,16570.05,18356.34,0,534,0.13,26333.93,0.19
382,58,Central,SME,1041092.09,Business,4,632120.12,50331.75,22059.39,3411.45,0,311,0.1,11833.26,0.21
383,54,North,Retail,217465.34,Savings,11,435292.72,29623.45,10293.79,13790.57,0,536,0.71,6978.95,0.34
384,41,South,SME,1970211.61,Savings,2,525153.89,18092.13,7318.03,7391.35,0,126,0.21,12996.0,0.32
385,46,Central,Corporate,750107.9,Savings,14,199628.81,69826.42,461.43,25116.27,0,596,0.31,29567.25,0.96
386,66,South,Retail,1110278.86,Savings,12,750544.16,65165.22,14413.49,23582.41,0,158,0.48,4496.11,0.79
387,63,North,Corporate,1729337.51,Current,17,746419.83,18713.83,10116.64,24778.15,1,541,0.45,9225.21,0.72
388,48,North,Retail,864517.59,Business,12,145517.3,16050.57,9428.77,21791.2,0,456,0.71,20743.35,0.19
389,52,North,Retail,188634.86,Current,12,877978.38,57210.94,4655.09,25030.69,0,173,0.62,7817.76,0.91
390,50,South,Retail,966106.57,Business,1,269189.74,25196.16,10808.38,6264.61,0,63,0.64,27375.4,0.83
391,69,North,SME,2363899.03,Savings,13,982256.06,24511.9,24612.6,13725.7,0,305,0.71,45774.68,0.16
392,38,North,Corporate,1622249.27,Savings,14,382903.01,12183.22,7514.08,20847.85,0,557,0.29,36144.92,0.87
393,49,South,Retail,1695123.91,Current,2,177884.06,21118.04,15032.64,19230.56,0,554,0.32,31653.46,0.27
394,40,North,SME,1599091.28,Savings,12,351720.11,34200.6,19434.52,21575.73,0,121,0.44,27049.68,0.08
395,50,South,Retail,537530.74,Current,16,440180.33,58627.07,18754.03,6960.47,0,131,0.31,21837.14,0.66
396,20,Central,Retail,1074917.97,Savings,4,69307.77,26904.65,8286.48,3223.51,0,409,0.98,5261.01,0.65
397,35,South,Retail,1889802.51,Savings,8,578218.38,26288.35,15310.42,27529.16,0,403,0.81,44209.08,0.09
398,42,South,Corporate,298363.6,Business,2,597632.44,22793.06,21794.49,16937.11,0,519,0.16,8669.48,0.32
399,59,South,Retail,730739.3,Savings,10,738930.46,38262.69,484.64,4868.63,0,502,0.01,21.99,0.99
400,48,Central,Retail,726981.82,Business,9,29169.89,14450.94,10949.79,23865.07,0,532,0.04,36250.83,0.68
401,20,South,Retail,1108446.37,Business,15,541238.21,38850.46,5684.41,27473.42,0,402,0.24,4658.85,0.73
402,57,Central,Retail,2451903.42,Current,13,52907.43,56334.04,9776.94,5336.04,0,269,0.11,15454.28,0.21
403,63,South,Retail,215381.24,Current,17,701144.22,2383.24,10458.14,24577.15,0,267,0.53,-3444.33,0.08
404,41,South,Retail,1320817.44,Current,16,55727.99,782.35,18692.11,28016.78,0,402,0.86,2538.74,0.28
405,67,Central,SME,489443.47,Business,2,911727.85,6009.83,2436.16,28169.34,0,531,0.74,4526.2,0.25
406,49,Central,Retail,2428157.54,Savings,14,702082.57,42852.8,12863.34,27450.45,1,440,0.22,-2007.44,0.23
407,64,South,Retail,327593.59,Savings,3,507389.77,68356.41,14148.45,16528.7,0,364,0.4,31116.13,0.19
408,39,Central,Retail,1038822.46,Current,12,441503.92,390.76,12404.52,10879.48,0,133,0.51,41035.43,0.57
409,40,North,SME,1857818.21,Savings,8,130672.63,74932.9,18323.64,516.0,0,245,0.81,15532.35,0.33
410,19,Central,SME,1776158.35,Savings,2,290999.39,8502.28,9656.4,2109.09,0,226,0.84,43101.71,0.82
411,44,South,Retail,1085685.16,Savings,4,868959.11,67358.68,23629.68,13036.52,0,218,0.91,6734.06,0.18
412,59,South,SME,898984.21,Current,14,904452.81,38628.38,12096.91,12159.99,0,596,0.51,12896.47,0.46
413,19,North,Retail,1024150.33,Business,16,747.71,52748.59,14323.23,5786.0,0,139,0.69,3290.53,0.01
414,43,South,Retail,697476.84,Savings,19,594136.39,40854.64,20655.72,12045.76,0,390,0.11,29130.76,0.48
415,34,North,Retail,553065.7,Business,2,719300.61,38163.86,6953.38,5487.11,1,307,0.57,18092.83,0.06
416,57,Central,Retail,1233447.26,Current,12,618746.98,66791.95,1972.53,25509.1,0,291,0.25,28730.58,0.98
417,50,North,Retail,707907.7,Business,14,81679.76,60470.91,17723.82,9156.39,0,566,0.43,36892.12,0.79
418,26,Central,Corporate,754281.08,Current,6,217724.9,38672.18,12127.0,18077.36,0,193,0.63,25013.67,0.49
419,60,North,SME,1659052.36,Current,13,250340.27,8930.87,22422.96,15234.44,1,301,0.26,29519.67,0.09
420,65,South,SME,2422916.46,Savings,4,831724.63,9232.24,24568.73,1840.9,0,530,0.05,46438.77,0.59
421,56,Central,Retail,1528911.14,Business,18,463199.44,64123.16,10037.82,28284.34,0,393,0.01,11448.54,0.76
422,46,South,Retail,238599.69,Savings,12,486828.21,42351.25,10444.43,15958.61,0,463,0.02,14754.02,0.19
423,59,South,SME,235179.85,Business,19,934893.05,38527.13,10258.27,9954.21,0,265,0.01,34473.68,0.57
424,43,Central,Retail,2380986.89,Business,8,637085.89,54445.35,8181.4,4996.36,0,117,0.11,28621.8,0.81
425,52,North,Retail,778362.44,Savings,7,898667.7,68707.33,19564.01,10354.24,0,40,0.24,4819.31,0.77
426,67,North,Retail,275564.12,Savings,16,456508.86,50309.85,18998.99,909.19,0,83,0.22,15688.1,0.8
427,42,Central,SME,1517659.24,Current,19,149436.26,61027.83,12018.26,11097.68,1,279,0.99,20731.09,0.88
428,41,South,Retail,1577939.51,Savings,6,929935.59,61221.64,1212.06,16085.13,0,282,0.31,18066.44,0.94
429,30,South,Retail,1638836.81,Business,11,458705.12,28500.92,7808.03,26194.43,1,316,0.13,4805.11,0.41
430,24,Central,SME,705134.97,Savings,5,181631.42,21926.66,7378.35,20715.02,1,533,0.55,45843.66,0.57
431,53,South,Retail,87021.18,Savings,16,302395.74,64093.13,20296.07,3613.99,0,208,0.86,36927.53,0.79
432,62,South,Retail,2414287.66,Business,7,50802.59,30174.3,2280.63,4688.07,0,21,0.68,21474.57,0.7
433,37,South,Retail,664687.96,Current,5,468300.59,72266.88,20161.32,13015.26,0,480,0.3,32403.36,1.0
434,18,South,Retail,1706264.41,Business,11,853128.17,5575.26,16762.67,6112.52,0,515,0.56,44350.55,0.01
435,25,South,SME,1781243.18,Savings,15,933580.46,4657.4,18337.79,1127.14,0,214,0.71,2489.58,0.36
436,63,South,Retail,1544518.17,Current,3,932602.21,74160.33,10862.11,24208.94,0,503,0.73,8770.52,0.28
437,33,South,Retail,816623.12,Current,5,125230.03,51876.39,17025.17,879.82,0,406,0.67,24848.57,0.26
438,31,South,SME,714185.82,Current,5,382053.88,30367.95,15264.82,24971.48,0,433,0.87,38945.57,0.22
439,29,North,SME,1514287.29,Current,9,28228.76,60404.83,19247.61,4579.89,0,82,0.87,-3005.98,0.71
440,68,South,SME,2171934.3,Current,15,855165.34,53786.14,11224.57,29247.95,1,572,0.58,49121.0,0.08
441,40,South,Retail,2369497.64,Savings,3,358755.76,42496.08,11873.36,18235.06,0,84,0.43,20019.86,0.74
442,32,Central,Retail,309469.22,Savings,6,631117.03,7909.87,16125.05,22128.99,1,310,0.64,14757.71,0.69
443,45,South,Corporate,429330.1,Current,17,714898.44,64974.37,2791.13,3581.36,0,62,0.82,11099.84,0.25
444,51,North,SME,2364603.83,Savings,8,429844.67,69281.86,10962.49,25904.49,0,534,0.01,4589.62,0.25
445,19,Central,Retail,1854511.31,Current,11,306442.34,13773.5,24301.58,25224.01,0,212,0.99,38536.56,0.63
446,49,South,Retail,2213334.87,Savings,6,962212.91,68040.93,1035.05,19693.88,0,515,0.18,47547.78,0.76
447,40,South,Retail,546449.95,Current,8,964488.23,70227.78,7968.52,15217.56,0,139,0.47,17750.46,0.88
448,39,North,Corporate,1489585.38,Current,10,289436.37,43954.29,7921.33,21728.23,0,526,0.87,47383.14,0.85
449,68,North,Retail,1767792.01,Savings,3,479625.1,52494.32,15873.26,476.07,0,585,0.23,40308.87,0.96
450,42,South,Retail,1716274.12,Savings,14,972844.16,30578.99,2734.43,17895.49,0,87,0.48,21457.81,0.58
451,39,Central,Retail,1049971.64,Savings,14,4868.41,22543.33,15750.75,25467.96,0,48,0.13,32071.44,0.91
452,39,South,SME,87717.48,Current,10,412678.25,57758.65,2466.5,10899.93,0,487,0.4,18924.13,0.81
453,66,North,SME,1478168.84,Business,12,100457.55,68950.01,2464.35,3516.19,0,497,0.18,25729.79,0.89
454,69,South,Retail,670098.77,Savings,6,509157.97,52326.2,18231.77,12800.05,0,503,0.36,-1807.45,0.01
455,59,North,SME,1153122.9,Current,12,24669.95,40927.25,8170.97,21895.0,1,22,0.37,33294.49,0.97
456,23,Central,Corporate,2396073.49,Savings,14,406898.43,12713.98,24437.83,3486.85,1,298,0.99,-2094.64,0.47
457,32,Central,Retail,1027636.53,Savings,2,220699.07,4276.7,1030.09,6419.64,1,152,0.99,39939.67,0.8
458,60,Central,Retail,2107513.94,Business,9,533308.36,35655.34,11183.16,4682.29,0,476,0.11,40372.08,0.13
459,54,South,Retail,511924.48,Savings,10,995993.65,3947.97,2917.08,23969.35,0,176,0.73,8039.25,0.4
460,50,South,SME,1697528.22,Savings,17,800536.11,45546.77,8849.34,2167.91,0,567,0.05,12801.45,0.27
461,25,South,Retail,2443667.04,Savings,17,845642.09,30618.34,24955.74,20691.62,0,535,0.03,21472.07,0.29
462,61,South,Retail,299638.1,Savings,3,635264.99,60575.13,22232.18,11183.77,0,124,0.11,27816.46,0.12
463,61,Central,SME,70383.86,Savings,19,41559.85,24451.88,1303.28,22747.0,0,70,0.97,10804.45,0.81
464,22,South,Retail,1112277.84,Savings,1,206797.68,47438.62,14125.07,28942.19,0,145,0.94,27586.75,0.01
465,56,South,Corporate,276932.43,Current,12,925064.56,43014.68,16230.78,3702.0,0,450,0.19,11378.29,0.31
466,21,North,Retail,1883541.66,Savings,7,366113.12,376.99,5317.41,9637.24,0,510,0.16,-1948.01,0.17
467,23,North,Retail,2290644.23,Current,4,103636.73,5791.15,3713.13,24360.73,0,193,0.24,-4860.98,0.59
468,62,North,SME,1113351.38,Savings,10,702405.37,23229.46,22619.09,8204.9,0,162,0.52,563.31,0.25
469,49,North,SME,683843.52,Savings,13,299457.72,70578.81,24223.53,6689.08,0,250,0.57,38573.79,0.26
470,69,South,Retail,1114288.13,Current,2,268856.91,11761.2,24798.13,24813.73,0,37,0.22,47878.72,0.49
471,47,South,SME,1822447.15,Business,10,997977.46,56871.55,19765.07,29616.35,1,365,0.76,18483.14,0.65
472,64,Central,Corporate,72182.7,Savings,4,858138.93,77869.33,16621.2,16839.35,0,334,0.31,23197.62,0.12
473,52,Central,Retail,1494162.27,Business,18,407937.82,63245.4,8708.68,8558.05,0,516,0.92,3076.65,0.18
474,57,South,Corporate,1552564.63,Current,5,980261.21,19435.63,4367.82,12137.41,1,75,0.66,25306.72,0.25
475,69,North,Retail,1612336.2,Current,19,650113.22,72669.22,2066.62,5352.87,0,317,0.44,2956.02,0.97
476,33,South,Retail,642954.1,Current,2,742022.45,7448.57,17363.11,22928.05,0,83,0.79,28616.79,0.4
